index,title,author,genre,rating,review,annotations,Final Annotation,Preliminary Agreement
3K3G488TSDCLNHRT09EQA2973SXQ5X,The Bell Jar,Sylvia Plath,Classics,4.0,"Based on Plath's own experience of breakdown in college, The Bell Jar charts the deterioration of protagonist Esther Greenwood's mental stability while interning for a fast-paced fashion magazine one summer in New York City. The first-person retrospective narration juxtaposes ironic detachment and impassioned lyricism: Esther swings from cooly assessing the insurmountable adversity she faces as a woman living in a sexist society to recounting the fits of existential despair she suffered the year she lost control over her life. The narrative is tightly structured, the descriptions moving, the characterization nuanced. Considering that the novel is a first-rate work of art with an ambiguous ending, it seems important to approach The Bell Jar on its own terms with detailed attention to its history and form, not its author's act of suicide. Autobiographical as the story is, the book's much more than an unself-aware reflection of Plath's life or an ominous foreshadowing of her death. To overlook the work's artifice or its fictionality not only does a disservice to Plath as an artist but also perpetuates the reductive views about the work of women (writers) that in part prompted Plath to write the novel in the first place.","Counter({'confused': 2, 'disappointed': 1})",confused,0.5
3NSCTNUR3ART01KCBDH4K2U2ZAC5A6,I'm Thinking of Ending Things,Iain Reid,Horror,4.0,"This book slapped me in the face and stabbed in the back and I liked it. Basically, this book fucking  slaps — stabs. Short and sweet. If you like existential road trips, creepy farmhouses, after dark schools, being anxious, tense vibes, and books that can read forward and backwards— this one's for ya. 4 STARS","Counter({'enthusiastic': 2, 'annoyed': 1})",enthusiastic,0.5
3NZ1E5QA7A5YJBP4HRH0FDE8HSX5B1,The Bell Jar,Sylvia Plath,Classics,4.0,"This is a disturbingly frightening journey through the mind of a young girl suffering from depression in the 1950's. How far we have come in the last few decades in recognizing depression as a mental illness and treating it with much less radical techniques than electric shock. Ester Greenwood is 19 and her future is just starting to unfold. Yet, day by day, she is questioning herself: her capabilities, her confidence, who she is, and what does it mean. Her thoughts turn dark and helplessness envelopes her in a tight, downward spiral. Plath captures the emotional characterization of depression and the utter helplessness that accompanies it. I truly felt like I was living this horror with her. 4+ ★","Counter({'disappointed': 2, 'content': 1})",disappointed,0.5
39XCQ6V3L98SDZ89L00S4XSG3RM56G,The Roughest Draft,Emily Wibberley,Romance,3.0,"I had been looking forward to reading this one for awhile and was very excited to start it! The storyline sounded interesting and I love the cover. But sadly, this one didn’t live up to my expectations. It was a decent read, but there’s nothing special about it or anything that stands out, it’s very forgettable. It was a slow burn, too slow sometimes, and it didn’t seem to go anywhere very fast. Overall, I would say it is an okay read, but it wouldn’t be a book I would think of to recommend to friends.","Counter({'bored': 2, 'content': 1})",bored,0.5
371Q3BEXESDV7BQVZ1ABU6V3MFQSZV,The Bell Jar,Sylvia Plath,Classics,4.0,"i kept putting off this book, because i’m not really into classics, and i thought it would be super banal, but i was pleasantly surprised at how invested i became in esther’s story. i believe the bell jar’s cultural stronghold is well deserved, as it was truly ahead of its time. it contains excellent themes of gender roles, existentialism, and psychiatric treatment (particularly the barbaric and apathetic practices of the 1950s). it’s interesting to read early “feminist” works, since we’ve come such a long way that a book like this would seem rudimentary in the grand scheme of feminist lore. i found myself relating to this book quite a lot, and it made me extremely contemplative. the beginning is pretty boring, as well as the end, but the really deep stuff lies in the middle. like most classics, this book has a handful of racist moments, and i’m glad that we live in a world that now denounces ignorance in literature. the bell jar felt almost eerie to read because of the context in relation to the life and death of sylvia plath—the book is mostly autobiographical, and she killed herself just one month after its publication. this novel helped catalyze the larger conversation surrounding mental health and feminism, which in my opinion, makes it worthy of a read and of its praise.","Counter({'confused': 2, 'disappointed': 1, 'enthusiastic': 1})",confused,0.3333333333333333
31GN6YMHM0WRDGLQOEQ4V21L5DMSW5,I'm Thinking of Ending Things,Iain Reid,Horror,5.0,"The back of this book merely promises that you will be afraid and not know why. There are no other details. Funnily enough, that is the most accurate summation of this novel possible.I don't want to say too much about this novel, because the puzzle and atmosphere are really the ghoulish, psychological fun of it. It's a deeply unsettling novel; that's the point of it, and as such, it's brief — I finished it in a couple of hours.It's certainly not for everyone. Read the first chapter (you can find previews on most of the big sites) and sample the wind. If you like the beginning, the rest of the book matches. I'd recommend it for folks who like Gillian Flynn, I think, and perhaps those who liked E. Lockhart's latest offerings. ","Counter({'love': 2, 'bored': 1, 'annoyed': 1})",love,0.3333333333333333
3MJ9GGZYPEA1141PTUF6MVRQF0LA2A,I'm Thinking of Ending Things,Iain Reid,Horror,5.0,"Wow. Wow. WOW. Wooooow. Wwwoooowww. Woow. Wow!I first learned of I'm Thinking of Ending Things when Kayla, from Books and Lala, mentioned it on her YouTube channel. Based on her reaction to the experience, I knew I wanted to pick it up. Since watching that video, I successfully avoided all spoilers, reviews and honestly, even the full synopsis.On a whim, I decided to start the audiobook when I saw it available through my local library.First, let me just say, the audiobook was amazing. In my estimation, it's probably the best way to experience this story.I am not going to say a thing about the content of the story. I wouldn't want to spoil one single sentence for anyone who hasn't read it yet, but wants to.It's unconventional, it's weird, it's dark and it shook me. When the big reveal happens in audio, I was out walking my dog and was so chilled, I literally had to stop walking.I genuinely thought this was brilliant.Regardless of the final outcome of the novel, throughout the entire story I was creeped out.It's such an odd experience, because there is nothing overtly scary happening, but the feeling of dread that I had the entire time was pretty epic.Overall, I think this audiobook is an amazing experience. If you are looking to be played and have everything you thought you knew flipped on its head, pick it up.","Counter({'content': 2, 'love': 1, 'enthusiastic': 1})",content,0.3333333333333333
3AQN9REUUQKP0WX86PD3L001FICYDG,The Dollhouse,Sara Ennis,Thriller,5.0,"What happens when a bat sh*t crazy killer/kidnapper meets up with very likable kidnapped kids? This story has just that combination. The author goes in depth to the horrible conditions and treatment of the kidnapped kids. Never have I wanted a sadistic insane predator wiped off the face of the earth in a novel. The really sad part is stories like this are actually happening in our world today. Part of the plot twist was very predictable for me based on some pieces of information along the way, so I wasn't surprised. I found myself hoping the kids would not only find a way out but survive the experience mentally and emotionally. I couldn't begin to imagine what being held captive in those conditions would do to most of us. Great story and well written. You may even find yourself crying towards the end.","Counter({'enthusiastic': 2, 'annoyed': 1, 'love': 1})",enthusiastic,0.3333333333333333
3N3WJQXEM3UIXNSTQL4WV9719CK2LK,The Bell Jar,Sylvia Plath,Classics,5.0,"""It was a queer, sultry summer, the summer they electrocuted the Rosenbergs, and I didn't know what I was doing in New York. I'm stupid about executions. The idea of being electrocuted makes me sick, and that's all there was to read about in the papers - goggle-eyed headlines staring up at me on every street corner and at the fusty, peanut-smelling mouth of every subway. It had nothing to do with me, but I couldn't help wondering what it would be like, being burned alive all along your nerves.I thought it must be the worst thing in the world."" I started reading this book at about 3 in the afternoon one day, and by midnight, I had finished it. I have never read something so utterly compelling and literally could not put it down. It was quite terrifying how often I read something the narrator thought or felt and found myself thinking, ""I know exactly what you mean.""Also, to all the people who call this a female version of Catcher in the Rye: shut up. You have no idea what you're talking about. Holden Caulfield was a whiny bitch with nothing real to complain about. Esther Greenwood was brilliant, witty, doomed, and had GENUINE reasons to feel like crap about everything. She makes Holden look like a snot-nosed preschooler throwing a tantrum because someone took his crayons. ","Counter({'enthusiastic': 2, 'disappointed': 1})",enthusiastic,0.5
3L21G7IH5I0V81HWQWT8KYZSQL9Y1Q,The Roughest Draft,Emily Wibberley,Romance,3.0,"This is a Romance. This is a romance between two writers that has a lot between them. This book as several flashbacks through out it. I have to say I did not like how the flashbacks was put in. It was hard for me to go from present day where they are writing a book together, and then go to past where they where writing their first book together. The setting was the same and they where doing they same thing, so it was hard to keep the two timelines apart. I love the present timeline, but I really did not like the flashbacks. I was kindly provided an e-copy of this book by the publisher (Berkley) or author (Emily Wibberley) via NetGalley, so I can give an honest review about how I feel about this book. I want to send a big Thank you to them for that.","Counter({'content': 2, 'love': 1, 'enthusiastic': 1})",content,0.3333333333333333
38B7Q9C29R9BEMALOQD9GDXIPN5698,The Dollhouse,Sara Ennis,Thriller,5.0,"This was such a great psychological thriller that pulled me in from the very first page! I love books that are dark and disturbing and this one really delivered. The author was great at describing everything, to the point that you often felt like you were right there to personally witness all that went on inside of the dollhouse. My heart broke for all that these kids were put through at the hand of a crazed psychopath, and I found myself rooting for them the entire time. The characters were all so well written and there were some great plot twists to keep you guessing! Thank you @Netgalley and the author for the free ebook!","Counter({'content': 2, 'annoyed': 1, 'love': 1})",content,0.3333333333333333
30EV7DWJU6ZQFNITW25PFUQ9YWPY6O,The Bell Jar,Sylvia Plath,Classics,2.0,"Okay, I know this is a classic, well-written, etc. My rating is not based on the writing, but solely on how much I enjoyed reading the book…and I didn’t enjoy it at all. From the very beginning, even before her breakdown, I found very little to care for or associate with about Esther. She seemed cynical, disdainful, self-important, and manipulative. I just flat out didn’t like her. So when she really began to have some trouble mentally (actually, even before that) I, as a reader, wanted to close the book and get away from her rather than keep reading and see her through it. When I did finish the book, it felt more like a relief than an accomplishment. This is not a story I ever want to revisit. There is much talk of suicide in The Bell Jar and it vividly describes what it can be like to experience a descent into depression. I admire it for what it is but it's just not my cup of tea. It left me feeling gloomy and unsettled. In the same vein, I would recommend Girl, Interrupted by Susanna Kaysen. I felt more involved with that one and felt like I learned a good bit about the subject matter.","Counter({'content': 2, 'disappointed': 1, 'annoyed': 1})",content,0.3333333333333333
33EEIIWHLIB2LB6860W3E036GGZVQ9,I'm Thinking of Ending Things,Iain Reid,Horror,5.0,"What's with the 3.34 Goodreads rating? That's pretty low for this website, and I'm not really sure why people aren't connecting with this one because DAMN... this was great! It's the kind of psychological thriller you want to devour in one sitting (and you can because of how short it is). I was constantly on edge reading this, particularly during the second half of the novel, and while the writing style was pretty simple, it was exactly what this type of story needed—just overall a really effective book. Loved it! I suggest going in knowing as little as possible, don't even read the synopsis on Goodreads because it already gives away too much.","Counter({'confused': 2, 'content': 2, 'disappointed': 1, 'bored': 1})",confused,0.2
3GITHABAD9P8LNVE2YKB81BQE7K2NM,The Bell Jar,Sylvia Plath,Classics,4.0,"sylvia plath was honestly mean as hell for that fig tree sh*t.it's her fault that now i feel like i have to pick out my life plan in detail before i turn 25 or suddenly there are no figs left!anyway this book is excellent (which is a hot take, for me, because i do not like her poetry) and someday i will reread it when i feel either mentally stable enough to withstand an ensuing breakdown or in the mood to get into one.part of a series i'm doing in which i review books i read a long time ago","Counter({'content': 2, 'confused': 1})",content,0.5
324N5FAHT8FGA88DTVC6IERXHA7VKH,The Roughest Draft,Emily Wibberley,Romance,4.0,"3.5 Stars!! Lack of communication makes me a little bit miffed!THE ROUGHEST DRAFT by EMILY WIBBERLEY and AUSTIN SIEGEMUND-BROKA was a really nice story and one that kept me reading. I was immediately drawn into this one and really enjoyed the premise of two authors trying to write a book together. I really liked what this author duo did with this book. It was a little bit different and the chemistry for me shined through their relationship to the fictional characters on the page.The present story was much more preferred by me than the past. They seemed quite similar and almost lost me but I’m glad that I finished reading. Thank you so much to NetGalley, Emily Wibberley; Austin Siegemund-Broka, and Berkley Publishing for my digital reviewer copy. Would recommend it!","Counter({'content': 2, 'disappointed': 1, 'confused': 1})",content,0.3333333333333333
3L2OEKSTXKEDJ11HPH2NZ8M04RFY8A,The Bell Jar,Sylvia Plath,Classics,5.0,"★★★★★/5This wan an interesting, fast read. It was interesting to deep dive into women's mind and world. I do not know a lot about Sylvia Plath, but now I really want to read her other works and maybe a life story.","Counter({'love': 2, 'disappointed': 1})",love,0.5
3IKMEYR0M7Z7DHAB5LSVG9UMKCF2KH,I'm Thinking of Ending Things,Iain Reid,Horror,3.0,"[You could kind of tell pretty much right away that the female narrator wasn't a real person. I just assumed she was a personality trapped inside of this dude's head that wasn't aware of it. Now, there appears to be a lot of deba","Counter({'annoyed': 2, 'confused': 1, 'disappointed': 1, 'content': 1, 'love': 1})",annoyed,0.2
3E9VAUV7C7IR2PUWMFM1VZSVUFFYAE,How High We Go in the Dark,Sequoia Nagamatsu,Science,4.0,"An ambitious and intricate novel in stories about the ways everything in our world... no, our universe, are intimately connected. At the outset, scientists in Siberia are trying to determine whether newly uncovered organisms will cause harm to the human race, and from there, we see how a global plague unfolds. The connective tissues between each story are imaginative and fascinating and the payoff in the end is unexpected but satisfying. On a sentence level, the writing in this book is simply beautiful. I love the slow, meditative quality of much of the prose. It makes for a very immersive, hypnotic read. And still so much happens. The story is told from so many different angles. The novel is uncannily prescient.","Counter({'content': 2, 'enthusiastic': 2, 'love': 1})",content,0.25
3X878VYTJPM3JWF3AMITWNJPNWK7F0,I'm Thinking of Ending Things,Iain Reid,Horror,4.0,"I'm thinking of spoiling things, or to be more specific, I'm thinking that anything I say about this could spoil it, so I will just say that I read this in one sitting and I was beyond intrigued. 4.5 stars.Update 8/7/20: I’m looking at 3 months of severe boredom because my dog smashed into me & I have a broken leg! Surgery, days spent in the hospital, a massive scar, and 3 months of using a walker. I LOVED this book! Looking back, I’m shocked I didn’t give it 5 stars. To say I cannot wait for the Netflix movie is a huge understatement. :star-struck:Update 9/5/20: Despite having read the book 4 years ago, I remembered it all and really liked the movie. Definitely would not recommend watching the movie before reading the book, though! Now I want to read this again.","Counter({'love': 2, 'confused': 1})",love,0.5
3VO4XFFP2GQ0AL5CO2TN8MN3UYSQ7C,Dial A for Aunties,Jesse Q. Sutanto,Romance,,"Holy shit this was so good. This is definitely a new favourite. I wasn't sure about it going in just because I didn't quite understand the synopsis but oh my god did it work. It literally took me like 10 minutes of the audiobook and I instantly knew I was in love. The family dynamics are incredible, I loved each of the Aunties and Meddelin's relationship with them. The story is so rich in Indo-Chinese culture. I alternated between the audiobook and physically reading, mostly audio though since I'm packing, and the narrator was perfect for the story! I loved each other love stories in here. I didn't expect second chance romance but I was soooo happy when that was what I got. This book is just steeped in so much love, wrapping in a little hilarious bow. I laughed out loud at multiple moments, and just couldn't stop smiling pretty much the whole time I was reading this. I'm obsessed with this book and definitely am going to pick up more from this author!","Counter({'enthusiastic': 2, 'content': 1, 'disappointed': 1, 'love': 1})",enthusiastic,0.25
3TLFH2L6ZKS6G00YZU6NH0HI3P5T2D,How High We Go in the Dark,Sequoia Nagamatsu,Science,5.0,"As ambitious as it is intimate, How High We Go in the Dark is both a prescient warning and a promise of human resilience in the face of terrible odds. If I had to make a comparison, I'd say it had undertones of Interstellar and Record of a Spaceborn Few, but it also stands out from both, forming a circle of beautifully interconnected events. Each compelling story is masterfully threaded into one epic tale, spanning centuries and generations. Sequoia Nagamatsu takes us to a future that seems all too possible, dreaming far beyond our stars while staying rooted to Earth, and reminds us that our wellbeing depends on the wellbeing of our world.","Counter({'confused': 2, 'annoyed': 1})",confused,0.5
3G9UA71JW6YJOY1ZTC9EBLBHG317J3,My Wife Is Missing,D.J.  Palmer,Mystery,5.0,"What a rollercoaster ride!Michael, his wife Natalie, and their two children embark on a much needed getaway to New York City. With their marriage on the rocks, Michael was thrilled to have the opportunity to spend time with his family. Natalie suffers from severe insomnia and he thought the vacation would do her good. Michael runs out to pick up a pizza. Upon his return he discovers that his wife, children and all their belongings are gone. He is left alone in their hotel room thinking the worst. What ensues is a thrilling cat and mouse game. Told in alternating chapters Natalie has good reason to be on the run from her husband.As you fall further down the rabbit hole secrets are exposed that set in motion a series of jaw dropping revelations that will keep you on the edge of your seat until the very end.I enjoyed reading this book very much! Multiple times over the course of reading this book I was sure I solved the mystery, only to be proved wrong by the incredible plot twists. This is one I’ll still be thinking about long after turning the final page.Thank you to Netgalley and the publisher for this arc.","Counter({'enthusiastic': 2, 'love': 1, 'annoyed': 1})",enthusiastic,0.3333333333333333
3HA5ODM5LLWEYRLLY4L890I7Y4KSVV,The Roughest Draft,Emily Wibberley,Romance,3.0," ”I love even our roughest draft.” This was so cute. The only reason I gave it three stars is because I just thought there were too many flashbacks, I’m not a fan of them","Counter({'content': 2, 'bored': 2})",content,0.3333333333333333
3XEDXEGFYES0H77XQYOHXL17NEV0KV,My Wife Is Missing,D.J.  Palmer,Mystery,4.0,"(3.5 stars). This was my third book that I’ve read by D.J. Palmer. The previous two books were five star reads for me (The New Husband, and The Perfect Daughter). For some reason, I didn’t feel that this story grabbed me like it should have. Yes, there was a ton of suspense and every character was questionable- but I still couldn’t quite connect. If I’m being honest, I think the character of Natalie and her choices irritated me a bit. I just can’t quite put my finger on it.With that being said, I am still a huge fan of D.J. Palmer and I plan on reading whatever he produces next. I highly recommend reading this new book when it releases, and in the meantime I also recommend reading his previous novels if you haven’t yet done so. Trust me when I say, D.J. Palmer never disappoints!I would like to thank St. Martin’s Press, NetGalley, and the author for my advanced digital review copy. Release date May 10, 2022.","Counter({'bored': 2, 'content': 1, 'disappointed': 1, 'annoyed': 1})",bored,0.25
34F34TZU873C2X4TN0SJFUU95NF2JI,The Roughest Draft,Emily Wibberley,Romance,2.0,Dnf @ 22%I am deeply deeply disappointed :(,Counter({'disappointed': 3}),disappointed,1.0
307L9TDWK9WX65RX6YYGRBGIKLK3NY,How High We Go in the Dark,Sequoia Nagamatsu,Science,4.0,"It's impossible to know how we'll react to losing a loved one until it happens. Similarly, it's difficult to predict how an ongoing pandemic and environmental crisis will shape our society's future. But these are issues which Sequoia Nagamatsu movingly examines on many different individual human levels within his imaginative and absorbing debut “How High We Go In The Dark”. The novel opens with the discovery of the preserved remains of a prehistoric girl who is found amidst the melting permafrost in the Arctic Circle and, with her, a deadly virus is reintroduced into human civilization. By following the many lives of a number of linked individuals across hundreds of years we see the way our society splits apart, comes back together and grieves for what is lost. Read my full review of How High We Go In The Dark by Sequoia Nagamatsu at LonesomeReader","Counter({'content': 2, 'annoyed': 2, 'confused': 2, 'love': 1})",content,0.16666666666666666
30Z7M1Q8V9OCNJ3E9BO7WM4T10DA8D,My Wife Is Missing,D.J.  Palmer,Mystery,4.0,"I was instantly pulled into ""My Wife is Missing"" by DJ. Palmer. Michael and Natalie go on a trip with their children and when Michael goes out to get food, Natalie and the children are gone when he returns. Intriguing. Did something sinister happen or did they leave on their own accord? Told from the perspective of both Michael and Natalie, with alternating chapters, you are left to figure out who the reliable narrator is. Security footage shows the wife and kids leaving the hotel and getting into a car. Why is she trying to get away from her husband? This book will keep you guessing and turning the pages. There were twists along the way and long buried secrets revealed. I really enjoyed this one and recommend to all who like psychological thrillers. I look forward to this author's next book! A big thank you to St. Martin's Press and NetGalley for allowing me the opportunity to read an advanced copy of this book, greatly appreciated. .","Counter({'content': 2, 'annoyed': 2, 'confused': 1, 'love': 1})",content,0.2
3QO7EE373ZRNCX821J53DO9ZDOJQBY,Dial A for Aunties,Jesse Q. Sutanto,Romance,5.0,"This is a light hearted funny Mystery/Romance, and This is the first book in the Aunties series. I have to say there is so much in this book that is unbelievable, but it is so funny that I just loved it so much. The characters in this book is laugh your a** off funny, and I love the Aunties. If you are looking for a book that is going to make you laugh then you have to pick this book up. The mystery does not really happen until later in the book, and the romance is not a big part of this book. Most of this book is just about her and her Aunties trying to put out fires they have made, and they get into some really funny events.","Counter({'content': 2, 'disappointed': 1, 'annoyed': 1})",content,0.3333333333333333
35U0MRQMVUBZ0ZTSRN4ZPV861FHVO1,The Roughest Draft,Emily Wibberley,Romance,2.0,"Thank you, Berkley, for my gifted review copy. Going into reading The Roughest Draft, I heard it was angsty. Now, I'll let you know that angsty isn't really my thing. But I figured a book about two writers, forced proximity, and working through their struggles to write again would be right up my alley. About 15% into the book, we've met the main characters. yes, they're grumpy and went through something that leaves them estranged. The kicker for me is the heroine is in a relationship with her agent, who she doesn't wish to marry / stay involved with. To please the agent / get him money from a sale she agrees to try to write this book with her old writing partner. I wasn't into that. I'm sure there is tons of layering to the characters and great explanations for their behavior, so I kept on. We get to the house and I realized I wasn't invested in these characters making it work. Could totally be a case of me, not the book. Plenty of people loved this one and appreciated the angst and grumpy characters, but this is a DNF for me.","Counter({'enthusiastic': 2, 'confused': 1})",enthusiastic,0.5
3I7SHAD36X09P67KW9M6RD3YKXW7M7,My Wife Is Missing,D.J.  Palmer,Mystery,5.0,"My Wife Is Missing by D.J. Palmer is an adrenaline-fuelled rush from beginning to end. This is an author who has very quickly become a favourite of mine, and I absolutely devoured this latest offering. I would suggest going into this one blind, but trust me when I say that you will be holding your breath in heart-stopping anticipation for the duration of this twisty narrative as it delivers all of the components necessary to keep you reading long into the night.Many thanks to NetGalley and St. Martin's Press for an ARC.","Counter({'confused': 2, 'enthusiastic': 1, 'annoyed': 1, 'bored': 1})",confused,0.25
37Y5RYYI10962GQGYJMQXLFSEFSSXY,The Roughest Draft,Emily Wibberley,Romance,,Two authors forced to work together on a new book after they had an affair and split up? This sounds like everything I’ve ever wanted in a book.,"Counter({'enthusiastic': 2, 'bored': 1, 'content': 1})",enthusiastic,0.3333333333333333
3J9UN9O9KEW56N1F8DO5W61U8PV0JW,How High We Go in the Dark,Sequoia Nagamatsu,Science,4.0,"I really liked this thoughtful, panoramic sci-fi novel. Revolving around a pandemic – but written before the advent of Covid-19 – it’s told as a series of interconnected stories taking place between the 2030s and the early 22nd century. Among the most memorable characters we meet are an out-of-work comedian who lands a job at the ‘City of Laughter’, an amusement park where dying children can have one last day of fun before they’re euthanised; a scientist whose research brings him into contact with a talking pig (this chapter is far more moving than you might think); and a doctor working at a ‘forensic body farm’ who falls in love with a terminal patient. The stricken Earth is so well-drawn, so palpable, that I didn’t want to move away from it (there’s some space travel stuff that I wasn’t quite as keen on, not because anything’s wrong with it but because I wanted to stay among the survivors). Definitely a novel that bears comparison the work of David Mitchell, especially Cloud Atlas.I received an advance review copy of How High We Go in the Dark from the publisher through NetGalley.TinyLetter | Linktree","Counter({'content': 2, 'disappointed': 1, 'love': 1})",content,0.3333333333333333
3T6EIBTMAWSQ67WT698LSDAORODAAH,My Wife Is Missing,D.J.  Palmer,Mystery,4.0,"***Thanks to NetGalley for providing me a complimentary copy of MY WIFE IS MISSING by DJ Palmer in exchange for my honest review.***On a vacation to New York City, Michael’s wife Natalie and their two children go missing. Video footage suggests she left voluntarily, perhaps due to an affair she believes he’s having with her coworker. Why leave rather than filing for divorce? Natalie has reason to be afraid of secrets from Michael’s past. Very afraid. But how rational is she, suffering from chronic insomnia which can lead to psychosis. Is either a reliable narrator? Oh what a tangled web DJ Palmer has woven with MY WIFE IS MISSING. Palmer always writes compelling characters and plots that keep me turning pages well past my bedtime.Slow to start, I didn’t care about the minutia of his steps when he first found out, I wanted to get into the hows and whys. I think I was *supposed* to be on Natalie’s side, but I was on his. Having an affair wasn’t an excuse to run off with kids and lie to them; her behavior seemed more vengeful than fearful. Soon the secrets and twists emerged, my loyalties and theories shifted as the pace quickened and my interest deepened.I love endings I can’t predict and DJ Palmer gave me just that. Don’t even try to guess. Just enjoy the ride.Mystery and domestic thriller lovers, add Palmer to your must read list, no matter which book. ",Counter({'content': 3}),content,1.0
3UOMW19E7OAHTGHAVRDVQXKQZDX5C8,Dial A for Aunties,Jesse Q. Sutanto,Romance,4.0,"3.75 starsOkay, am I the only one who got “the hangover” vibes from this book? I can’t explain why it reminded me of that movie so much, maybe it’s the “everything is a mess and all over the place” element in it! Anyway this was so much fun! I didn’t know what to expect going into it, except that it sounds so interesting and guess what? It really was! The family dynamic here is amazing and hilarious. Each one of the aunts was driving me crazy and giving me a mini headache. they were just...a lot! I loved them tho! In times I was thinking poor Meddy, but I was always feeling their love and support for each other. I loved how they showed up for her without hesitation and all their banter was so freakin entertaining. The romance was sweet, but not really developed? Nathan was just so okay for someone who have been unexplainably dumped for years. I wanted more, but I knew it wasn’t going to be the main focus of the story. I didn’t mind that tho, Meddy and her aunts were carrying the book just fine on their own and trust me they had a lot to carry! Overall this was fun, full of mayhem, messy situations, murder, hilarious family moments, rich in Indo-Chinese culture, sweet romance, and many omg moments.","Counter({'confused': 2, 'bored': 1, 'disappointed': 1, 'enthusiastic': 1})",confused,0.25
3AXFSPQOZ12W3RG5BV7QZDOYERKFJF,My Wife Is Missing,D.J.  Palmer,Mystery,5.0,"This latest book by D.J. Palmer is my 4th thriller that I have happily read. I always enjoy his books and look forward to a new one when it comes out. Natalie and Michael have 2 young children but when they all go on vacation, Michael finds his wife and both kids are missing. An investigation takes place and many, many lies and secrets come out. I did not see the twist at the end coming. Thanks to NetGalley and the publisher for this early release in exchange for my honest review.","Counter({'enthusiastic': 2, 'disappointed': 1, 'content': 1})",enthusiastic,0.3333333333333333
3XABXM4AKC94AZAVY7LTMMJY5IYQ8Z,The Roughest Draft,Emily Wibberley,Romance,,"DNF at 8%The writing styles (for both characters but in different ways) and me are just NOT jivving, and as an indie author, the whole oh poor little me I'm stacked with privilege and absolutely and utterly famous oh what do I do next? thing is irksome and I was too irked to push past it.And now Berkeley will never approve me for another ARC ever again.I received this ARC from NetGalley for an honest review","Counter({'disappointed': 2, 'content': 1})",disappointed,0.5
37MQ8Z1JRP02XMZS90TMPH9XIRO2YC,My Wife Is Missing,D.J.  Palmer,Mystery,5.0,"4.5 :star: This was my 3rd book by DJ Palmer and once again I greatly enjoyed the trip! Michael and Natalie’s life is full of turbulence and discord. On a family trip, Natalie and the kids disappear and send Michael into a tailspin to find and protect them. There were so many possibility of which way the story was going to go.I was suspicious of everyone and their motives. I wasn’t sure who was lying, delusional or telling the truth. I enjoyed the two points of view and how the story meshed past and present. There were definitely twists and turns as well as running and chasing throughout. I always enjoy reading DJ Palmer books and this one definitely didn’t disappoint. I received an advance copy and this review reflects my honest opinion. ","Counter({'disappointed': 2, 'annoyed': 1, 'confused': 1, 'enthusiastic': 1})",disappointed,0.25
3CO05SML869M4BKSGIXEYXNLI6P0RO,My Wife Is Missing,D.J.  Palmer,Mystery,3.0,"3 :star::star::star:. Really torn on this one and I think I’m being alittle generous with a 3 star rating. The first half of the book was so drawn out. I couldn’t stand Natalie and I was annoyed after only 25% with her paranoia. I kept thinking it would get better but it actually got worse. When the chapters were focused on Natalie, I had no desire to read. I had my feelings about Michael from the beginning and can’t say too much or it would be considered spoilers, so I’ll just say that I liked him more than her even though he’s “the bad guy”. Kennett (the detective) he was funny at times but seemed like a character that was kinda just thrown in there. At around 50% it actually started to pick up and I thought maybe it would end as a 4 star….but by 75% I was rolling my eyes again and hated the ending. I also felt like many of the chapters ended with cheesy sentences, like a bad mystery movie. I predicted who the killer was early on and was correct although there was a twist in there that I didn’t see coming. Overall, this one just wasn’t a hit for me and it makes me kind of sad because I loved The New Husband. Sadly, I don’t think I would recommend it. Thank you NetGalley and St. Martin’s Press for an advanced copy in exchange for an honest review.","Counter({'disappointed': 2, 'content': 1})",disappointed,0.5
3UEDKCTPA6UEZI7HBX9QC0BUVS17K2,How High We Go in the Dark,Sequoia Nagamatsu,Science,4.0,"A series of short stories linked together, sometimes tenuously and other times directly, exploring the nature of loss and grief.A plague sweeps the world, and then recedes, changing everything. Everyone is touched by loss, but each experience is unique. The only commonality shared by the main characters in each story is that they all are of Japanese descent, sometimes close to and at other times distant from their shared heritage.Like any collection, there are stronger and weaker entries here. But, as a whole, the book represents a fine elegy to the enduring aspects of shared humanity. Although we ultimately die alone, the space we leave behind resonates through the other lives we touch. Loss and grief do not have to mean hopelessness, but can instead be accepted as a natural part of our shared experience of living.","Counter({'content': 2, 'love': 1})",content,0.5
36D1BWBEIY5235AEQX5BVMMQ9HA2MM,Weather Girl,Rachel Lynn Solomon,Romance,,"Hi all! Weather Girl is a book that’s very close to my heart, and I wanted to let you know what you can expect to see in it. It’s an adult romantic comedy that I’ve pitched as Set it Up (or The Parent Trap) at a TV station with more spice, and features:• a Jewish heroine and a Jewish hero• a heroine with depression who is on medication and in therapy• a fat hero • open-door sex scenes slightly steamier than The Ex Talk (I measured this by copy-pasting those scenes into a new doc and comparing word count, as one does)• “my arm is in a sling and I need help putting on pajamas”• so many weather punsAri and Russell have brought me so much joy over the past year and a half, and I hope they can do the same for you. Happy reading!","Counter({'content': 2, 'love': 2})",content,0.3333333333333333
